,index,coffee_name,total_score,roaster_location,coffee_origin,roast_level,est_price,agtron_ground,agtron_roast,price_per_ounce,origin_country,roast_level2,roast_level_count,total_score2,total_score_count
1262,1263,Sumatra Pantan Musara,94.0,"Minneapolis, Minnesota","Pantan Musara, Gayo, Sumatra, Indonesia",Medium Light,$24.95/12 ounces,54.0,72.0,24.95,Indonesia,,,,
1263,1264,Sumatra Gayo G1 Triple-Picked Lot 005,94.0,"Chia-Yi, Taiwan","Aceh Province, Sumatra, Indonesia",Medium Light,NT $225/8 ounces,56.0,74.0,225.0,Indonesia,,,,
1264,1265,Nano Genji #4 Espresso,96.0,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium Light,$18.75/12 ounces,56.0,74.0,18.75,Ethiopia,,,,
1265,1266,Ignacio Quintero Colombia,95.0,"Madison, Wisconsin","Inza, Cauca Department, Colombia",Medium Light,$18.00/12 ounces,58.0,78.0,18.0,Colombia,,,,
1266,1267,Esmeralda Estate Panama Geisha,94.0,"London, England","Boquete growing region, western Panama",,£50.00/10 capsules,0.0,0.0,,Panama,,,,
1267,1268,Ka’u Giant Maragogipe,94.0,"Mountain View, Hawai'i","Ka’u growing region, Big Island of Hawai'i",Medium Light,$35.00/10 ounces,54.0,68.0,35.0,,,,,
1268,1269,Organic Ethiopia Agaro-Nano Challa,94.0,"Minneapolis, Minnesota","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium Light,$22.95/12 ounces,58.0,74.0,22.95,Ethiopia,,,,
1269,1270,Kerinci Palompek Sumatra,94.0,"Madison, Wisconsin","Jambi Province, Sumatra, Indonesia",Medium Light,$17.80/12 ounces,58.0,78.0,17.8,Indonesia,,,,
1270,1271,Kenya Embu Gicherori Factory AA Top,95.0,"Yilan, Taiwan","Embu County, Kenya",Medium Light,NT $580/200 grams,58.0,74.0,20.458553791887123,Kenya,,,,
1271,1272,Colombia Finca Lord Baltimore Papayo,94.0,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Light,$24.95/12 ounces,62.0,80.0,24.95,Colombia,,,,
1272,1273,Mocha Java,96.0,"Fort Bragg, California",Sumatra; Ethiopia,Medium,$14.50/12 ounces,52.0,68.0,14.5,Ethiopia,,,,
1273,1274,Ethiopia Shantawene Washed,96.0,"Floyd, Virginia","idamo (also Sidama) growing region, southern Ethiopia",Medium Light,$20.99/12 ounces,60.0,78.0,20.99,Ethiopia,,,,
1274,1275,Organic Suke Quto Ethiopia,95.0,"Austin, Texas","Guji Zone, Oromia Region, south-central Ethiopia",Medium Light,$19.00/12 ounces,56.0,74.0,19.0,Ethiopia,,,,
1275,1276,Kenya Tuikit Factory AA,95.0,"Chia-Yi, Taiwan","Bungoma, Kenya",Medium Light,NT $300/8 ounces,56.0,72.0,300.0,Kenya,,,,
1276,1277,Karen J Kona Red Bourbon,94.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium Light,$45.95/8 ounces (currently on sale for $36.76),58.0,80.0,45.95,Hawaii,,,,
1277,1278,Abu Natural Panama Geisha,94.0,"Los Angeles, California","Boquete, Panama",Medium Light,$34.95/6 ounces,58.0,78.0,34.95,Panama,,,,
1278,1279,Colombia Finca Las Margaritas Natural Sudan Rume,94.0,"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Medium Light,$30.00/6 ounces,55.0,73.0,30.0,Colombia,,,,
1279,1280,Ecuador Finca Carolina Sidra,94.0,"Minneapolis, Minnesota","Pinchincha, Ecuador",Medium Light,$29.95/12 ounces,60.0,78.0,29.95,Ecuador,,,,
1280,1281,Gesha Village Single-Variety Gesha Special Selection,94.0,"Hong Kong, China","Bench-Maji Zone, southern Ethiopia",Medium Light,$30.00/8 ounces,58.0,74.0,30.0,Ethiopia,,,,
1281,1282,Indestec El Paraiso,94.0,"Carlsbad, California","Cauca, Colombia",Medium Light,$29.00/12 ounces,58.0,74.0,29.0,Colombia,,,,
1282,1283,Monteblanco Cold Fermentation Geisha,94.0,"Carlsbad, California","Huila, Colombia",Medium Light,$29.00/12 ounces,57.0,73.0,29.0,Colombia,,,,
1283,1284,Funky Chicken,94.0,"Floyd, Virginia",Nicaragua; Colombia; East Timor,Medium,$13.99/12 ounces ($79.00/5 pounds),46.0,64.0,,Timor,,,,
1284,1285,Yemen Al-Obbarat,95.0,"Minneapolis, Minnesota","Al-Haimah, Yemen",Medium Light,$49.95/4 ounces,54.0,72.0,49.95,Yemen,,,,
1285,1286,Ecuador Quilanga Typica Yeast Fermentation,94.0,"Minneapolis, Minnesota","Quilanga, Ecuador",Medium Light,$22.95/12 ounces,57.0,73.0,22.95,Ecuador,,,,
1286,1287,Ethiopia Natural Guji PB JackyLai Lot,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium Light,NT $300/8 ounces,56.0,76.0,300.0,Ethiopia,,,,
1287,1288,Ethiopia Wush Wush,96.0,"Billings, Montana","Sidama growing region, southern Ethiopia",Light,$33.00/12 ounces,62.0,80.0,33.0,Ethiopia,,,,
1288,1289,Ethiopia Hassen Ware Akrabi,94.0,"Spokane, Washington","Guji Zone, Oromia region, southern Ethiopia",Medium Light,$15.00/8 ounces,58.0,74.0,15.0,Ethiopia,,,,
1289,1290,Costa Rica Luis Campos Anaerobic,94.0,"Billings, Montana","Tarrazu, Costa Rica",Medium Light,$23.00/12 ounces,58.0,76.0,23.0,Rica,,,,
1290,1291,Colombia Granja La Esperanza Tres Dragones,94.0,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium Light,$23.50/12 ounces,60.0,74.0,23.5,Colombia,,,,
1291,1292,Colombia Finca La Loma Microlot,94.0,"Jackson, Mississippi","Huila, Colombia",Medium Light,$16.50/12 ounces,58.0,76.0,16.5,Colombia,,,,
1292,1293,Kenya Kiambu AB Uklili 1905 Lot,94.0,"Chia-Yi, Taiwan","iambu growing region, south-central Kenya",Medium Light,NT $300/8 ounces,58.0,76.0,300.0,Kenya,,,,
1293,1294,Elida Natural Dragonfly Lot,95.0,"Henderson, Nevada","Alto Quiel, Panama",Medium Light,$20.00/12 ounces,54.0,70.0,20.0,Panama,,,,
1294,1295,Kona Laurina Pointu,94.0,"Holualoa, Hawaii","Kona, Hawaii",Medium Light,$50.00/ 7 ounces,56.0,70.0,50.0,Hawaii,,,,
1295,1296,Dadaocheng Garden Blend Espresso,94.0,"Yilan, Taiwan",Ethiopia; Guatemala,Medium,NT $350/200 grams,52.0,68.0,12.345679012345679,Guatemala,,,,
1296,1297,Ethiopia Dimtu,95.0,"Floyd, Virginia","Hambela Wamena District, Guji Zone, Ethiopia",Medium Light,$20.99/12 ounces,58.0,82.0,20.99,Ethiopia,,,,
1297,1298,Ethiopia Sidama Anaerobic,94.0,"Minneapolis, Minnesota","Sidama (also Sidamo) region, Ethiopia",Medium Light,$19.75/12 ounces,58.0,78.0,19.75,Ethiopia,,,,
1298,1299,Kenya Kiri Peaberry,94.0,"San Diego, California","Ngiriambu District, Kenya",Medium Light,$19.00/12 ounces,56.0,74.0,19.0,Kenya,,,,
1299,1300,Ethiopia Violent Andromeda Natural,94.0,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,NT $600/200 grams,48.0,66.0,21.164021164021165,Ethiopia,,,,
1300,1301,Kenya Nyeri Yerihar AA Lot 1901 Espresso,95.0,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $325/8 ounces,52.0,78.0,325.0,Kenya,,,,
1301,1302,Costa Rica Aris Red Honey Lot 1901 Espresso,95.0,"Chia-Yi, Taiwan",Costa Rica,Medium,NT $200/8 ounces,50.0,68.0,200.0,Rica,,,,
1302,1303,100% Kona Bourbon Pointu Laurina,95.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium Light,$62.95/8 ounces,53.0,75.0,62.95,Hawaii,,,,
1303,1304,Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,94.0,"Taipei, Taiwan","Boquete, Panama",Medium Light,NT $1600/4 ounces,54.0,72.0,1600.0,Panama,,,,
1304,1305,El Salvador Finca El Cerro Natural,94.0,"Floyd, Virginia","Apaneca-Ilamatepec Mountain Range, El Salvador",Medium Light,$22.99/12 ounces,58.0,78.0,22.99,Salvador,,,,
1305,1306,Halo Hartume Espresso,94.0,"Madison, Wisconsin","Gedeb District, Gedeo Zone, Ethiopia",Medium Light,$17.90/12 ounces,57.0,77.0,17.9,Ethiopia,,,,
1306,1307,Giusto Organic Espresso Blend,94.0,"Lexington, Virginia",Not disclosed,Medium,$14.25/12 ounces,48.0,60.0,14.25,,,,,
1307,1308,Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01,95.0,"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium Light,NT $550/200 grams,60.0,78.0,19.400352733686066,Ethiopia,,,,
1308,1309,Ethiopia Mulegeta Sintayehu Washed,94.0,"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium Light,NT $500/100 grams,59.0,77.0,17.636684303350968,Ethiopia,,,,
1309,1310,Ecuador Eugenioides Natural Finca Perla Negra,94.0,"Minneapolis, Minnesota","Pichincha, northern Ecuador",Medium Light,,55.0,73.0,,Ecuador,,,,
1310,1311,Panama Esmeralda Geisha Natural,96.0,"Minneapolis, Minnesota","Boquete growing region, western Panama",Medium Light,$19.95/4 ounces,56.0,74.0,19.95,Panama,,,,
1311,1312,Ethiopia Suke Quto Honey,95.0,"Minneapolis, Minnesota","Guji Zone, Oromia Region, south-central Ethiopia",Medium Light,$19.75/12 ounces,52.0,70.0,19.75,Ethiopia,,,,
1312,1313,Kenya FSC AB,94.0,"Taichung, Taiwan","Kirinyaga District, south-central Kenya",Medium,"NT $1,000/100 grams",50.0,67.0,,Kenya,,,,
1313,1314,Ceri Ceri Meriah Coffee,94.0,"Jakarta, Indonesia","West Java, Indonesia",Medium Light,"IDR $120,000/200 grams",54.0,72.0,,Indonesia,,,,
1314,1315,Alamendah Patuha Coffee,94.0,"Jakarta, Indonesia","West Java, Indonesia",Medium,"IDR $120,000/200 grams",50.0,66.0,,Indonesia,,,,
1315,1316,Holiday Blend,94.0,"Hong Kong, China",Southern Ethiopia,Medium Light,$8.00/100 grams,54.0,74.0,0.2821869488536155,Ethiopia,,,,
1316,1317,2019 Celebration,94.0,"Emeryville, California",Kenya; Guatemala,Medium,$18.75/12 ounces,47.0,67.0,18.75,Guatemala,,,,
1317,1318,Kenya Kiandu Peaberry,95.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium Light,NT $570/200 grams,56.0,74.0,20.105820105820104,Kenya,,,,
1318,1319,Sumatra Raja Harimau Lintong Espresso,96.0,"Chia-Yi, Taiwan","Lintong growing region, northern Sumatra, Indonesia",Medium,NT $275/8 ounces,44.0,61.0,275.0,Indonesia,,,,
1319,1320,Panama Esmeralda Geisha Portón Oro Yeast,94.0,"Los Angeles, California","Alto Quiel, Panama",Medium Light,$69.95/6 ounces,59.0,77.0,69.95,Panama,,,,
1320,1321,Kenya Kiambu Peaberry Uklili 1904 Lot,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,NT $300/8 ounces,50.0,68.0,300.0,Kenya,,,,
1321,1322,Kenya Kiambu AB Uklili 1903 Lot,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT$300/8 ounces,52.0,70.0,300.0,Kenya,,,,
1322,1323,Ethiopia Natural Yirgacheffe Blue Donkey Lot #2,94.0,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $300/8 ounces,56.0,78.0,300.0,Ethiopia,,,,
1323,1324,Ethiopia Nansebo Worka,95.0,"Floyd, Virginia","Yirgacheffe, southern Ethiopia",Medium Light,$20.99/12 ounces,56.0,74.0,20.99,Ethiopia,,,,
1324,1325,Panama Elida Geisha Natural 1029,97.0,"Los Angeles, California","Boquete growing region, western Panama",Medium Light,$100/18 grams,54.0,74.0,3.527336860670194,Panama,,,,
1325,1326,Port of Mokha Yemen JSP,97.0,"Hong Kong, China","Al Hayma growing region, Al Kharijiyah District, Sana’a Governorate, Yemen",Medium,$60.00/100 grams,44.0,58.0,2.1164021164021163,Yemen,,,,
1326,1327,Panama Elida Natural Catuai,95.0,"Los Angeles, California","Alto Quiel, Panama",Medium Light,$21.95/12 ounces,58.0,78.0,21.95,Panama,,,,
1327,1328,Cate Natural G5,95.0,"Yilan, Taiwan","Jimma growing region, southern Ethiopia",Medium Light,NT $200/200 grams,52.0,70.0,7.054673721340388,Ethiopia,,,,
1328,1329,Harimau Tiger Sumatra,96.0,"Madison, Wisconsin","Mandheling growing region, northern Sumatra, Indonesia",Medium Light,$17.20/12 ounces,52.0,70.0,17.2,Indonesia,,,,
1329,1330,Gachami Kenya,94.0,"Madison, Wisconsin","Kirinyaga District, south-central Kenya",Medium Light,$19.20/12 ounces,56.0,72.0,19.2,Kenya,,,,
1330,1331,Ethiopia Natural “Phoenix”,95.0,"Taoyuan City, Taiwan",Ethiopia,Medium,"NT $1,400/8 ounces",44.0,60.0,,Ethiopia,,,,
1331,1332,Costa Rica SL-28 Yellow Honey Espresso,95.0,"Taoyuan City, Taiwan","Central Valley, Costa Rica",Medium Dark,"NT $1,300/8 ounces",38.0,46.0,,Rica,,,,
1332,1333,Washed Geisha Hacienda La Esmeralda Jaramillo Special,97.0,"Boulder, Colorado","Boquete growing region, Panama",Medium Light,$125.00/4 ounces; limited availability,56.0,76.0,125.0,Panama,,,,
1333,1334,Panama Perci Geisha Natural,96.0,"Branford, Connecticut","Volcan, Panama",Medium Light,$60.00/8 ounces,52.0,72.0,60.0,Panama,,,,
1334,1335,Elida Estate Geisha Green-Tip Natural,98.0,"Boulder, Colorado","Boquete growing region, western Panama",Medium Light,$100.00/21 grams,54.0,78.0,3.527336860670194,Panama,,,,
1335,1336,Washed Kenya,95.0,"Taipei, Taiwan","Muranga County, South-Central Kenya",Medium,NT $550/225 grams,47.0,67.0,19.400352733686066,Kenya,,,,
1336,1337,Panama Hacienda La Esmeralda Super Mario Geisha,96.0,"Newtown, Sydney, Australia","Boquete growing region, western Panama",Medium Light,AUD $18.00/18 grams,54.0,78.0,,Panama,,,,
1337,1338,Kenya Gakundu FCS Kamviu Wet Mill,94.0,"Toronto, Ontario, Canada","Embu County, Eastern Province, Kenya",Medium Light,CAD $21.00/12 ounces,56.0,78.0,,Kenya,,,,
1338,1339,Rukira Kenya,94.0,"Portland, Oregon","Nyeri growing region, south-central Kenya",Medium Light,$15.00/250 grams,58.0,80.0,0.5291005291005291,Kenya,,,,
1339,1340,Gesha Village Lot #85 Natural,95.0,"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium Light,$39.95/8 ounces*,54.0,72.0,39.95,Ethiopia,,,,
1340,1341,Ethiopia Natural Yirgacheffe Banko Gotiti,94.0,"Chia-Yi, Taiwan","Kochere Woreda, Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $325/8 ounces,52.0,70.0,325.0,Ethiopia,,,,
1341,1342,Indonesia Sumatra Gayo Espresso,94.0,"Taoyuan City, Taiwan","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Dark,NT $1200/16 ounces,36.0,44.0,1200.0,Indonesia,,,,
1342,1343,Ethiopia Limu Nano Challa Lot #10,94.0,"Youngstown, Ohio","Jimma Zone, Oromia State, Ethiopia",Medium Light,$16.25/10 ounces,54.0,74.0,16.25,Ethiopia,,,,
1343,1344,Best of Panama GNEP-01 Elida Geisha Green Tip Natural,97.0,"Branford, Connecticut","Boquete growing region, western Panama",Medium Light,See website for more information,55.0,73.0,,Panama,,,,
1344,1345,Geisha XO,96.0,"San Diego, California","Valle de Cauca, Colombia",Medium,$60.00/8 ounces,54.0,62.0,60.0,Colombia,,,,
1345,1346,Colombia Finca La Maria Geisha Natural,96.0,"Los Angeles, California","La Mesa, Cundinamarca, Colombia",Medium Light,$54.95/6 ounces,57.0,74.0,54.95,Colombia,,,,
1346,1347,Panama Finca Kalithea Natural Geisha,96.0,"Chia-Yi, Taiwan","Chiriqui growing region, Panama",Medium Light,NT $750/4 ounces,55.0,79.0,750.0,Panama,,,,
1347,1348,Panama Hacienda La Esmeralda Super Mario 6 Geisha,95.0,"Boulder, Colorado","Boquete growing region, western Panama",Medium Light,$60.00/8 ounces,51.0,71.0,60.0,Panama,,,,
1348,1349,Panama Geisha Alto Jaramillo,94.0,"Santa Monica, California","Alto Jaramillo, Boquete growing region, western Panama",Medium Light,$40.00/4 ounces,53.0,71.0,40.0,Panama,,,,
1349,1350,Colombia Laderas del Tapias Estate Natural Geisha,94.0,"I-Lan City, Taiwan","Neira, Caldas Department, Colombia",Medium Light,NT $1350/230 grams,52.0,70.0,47.61904761904761,Colombia,,,,
1350,1351,Gesha Village Natural Lot #19,94.0,"Yilan, Taiwan","Bench-Maji Zone, southern Ethiopia",Medium Light,NT $1200/100 grams,58.0,80.0,42.32804232804233,Ethiopia,,,,
1351,1352,Gesha Village 1931 Lot 27,94.0,"Charlottesville, Virginia","Bench-Maji Zone, southern Ethiopia",Medium Light,$50.00/8 ounces,60.0,78.0,50.0,Ethiopia,,,,
1352,1353,Ethiopia Sidamo Gora Kone,94.0,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$19.00/12 ounces,59.0,72.0,19.0,Ethiopia,,,,
1353,1354,Kebele Village Espresso,94.0,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium Light,$17.10/12 ounces,52.0,70.0,17.1,Ethiopia,,,,
1354,1355,Panama Finca San Sebastian,94.0,"Thermopolis, Wyoming","Boquete growing region, western Panama",Medium Light,$12.00/12 ounces,53.0,71.0,12.0,Panama,,,,
1355,1356,Yirgacheffe Gedeb G1 Natural,94.0,"New Taipei City, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,NT $350/8 ounces,62.0,83.0,350.0,Ethiopia,,,,
1356,1357,Kenya Kiambu Uklili AA,95.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,NT $350/8 ounces,52.0,68.0,350.0,Kenya,,,,
1357,1358,Ethiopia Guji Shakisso Natural Lot 24,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $260/8 ounces,53.0,71.0,260.0,Ethiopia,,,,
1358,1359,Ethiopia Washed Yirgacheffe Nafasha Lot,94.0,"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium Light,NT $275/8 ounces,55.0,77.0,275.0,Ethiopia,,,,
1359,1360,El Salvador,94.0,"Hong Kong, China","Tecapa Chinameca growing region, southeastern El Salvador",Medium,$19.65/8 ounces,47.0,59.0,19.65,Salvador,,,,
1360,1361,Cup of Excellence Rwanda Champion,94.0,"London, England","Karongi District, Western Province, Rwanda",,£40.50/10 capsules,0.0,0.0,,Rwanda,,,,
1361,1362,Ethiopia Kayon Mountain Natural,94.0,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium,$21.00/12 ounces,50.0,70.0,21.0,Ethiopia,,,,
1362,1363,Ethiopia Natural Yirgacheffe Blue Donkey Lot,94.0,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $300/8 ounces,57.0,75.0,300.0,Ethiopia,,,,
1363,1364,Geisha Village Auction Lot #11,94.0,"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium Light,$25.75/4 ounces,52.0,75.0,25.75,Ethiopia,,,,
1364,1365,Ethiopia Yirgacheffe Chelelektu Natural,96.0,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium Light,$18.00/12 ounces,58.0,82.0,18.0,Ethiopia,,,,
1365,1366,Kenya Kimaruri,94.0,"Santa Monica, California","Nyeri growing region, south-central Kenya",Medium Light,$23.00/12 ounces,54.0,72.0,23.0,Kenya,,,,
1366,1367,Kenya Handege,94.0,"Austin, Texas","Thika growing region, central Kenya",Medium,$19.00/12 ounces,53.0,65.0,19.0,Kenya,,,,
1367,1368,Colombia Valle del Cauca Cerro Azul Geisha,96.0,"Jersey City, New Jersey","Valle del Cauca Department, western Colombia",Medium,$25.00/150 grams,48.0,67.0,0.8818342151675485,Colombia,,,,
1368,1369,Green-Tip Geisha,94.0,"San Juan Lachao, Oaxaca, Mexico","Oaxaca State, Mexico",Medium Light,$35.00/8 ounces,56.0,78.0,35.0,Mexico,,,,
1369,1370,Barichu Double,94.0,"Lee, Massachusetts","Nyeri growing region, south-central Kenya",Medium Light,$13.34/4 ounces,53.0,75.0,13.34,Kenya,,,,
1370,1371,Rukera Kenya,97.0,"Madison, Wisconsin","Kiambu growing region, south-central Kenya",Medium Light,$21.20/12 ounces,54.0,78.0,21.2,Kenya,,,,
1371,1372,Rukera Espresso,97.0,"Madison, Wisconsin","Kiambu growing region, south-central Kenya",Medium Light,$21.20/12 ounces,54.0,78.0,21.2,Kenya,,,,
1372,1373,The Core Espresso,94.0,"Emeryville, California",Ethiopia; Guatemala; Papua New Guinea; Sumatra,Medium,$17.25/12 ounces,45.0,67.0,17.25,Sumatra,,,,
1373,1374,Espresso Mandarina,94.0,"Santa Rosa Beach, Florida",Congo; Ethiopia,Medium,$16.95/12 ounces,46.0,68.0,16.95,Ethiopia,,,,
1374,1375,SOB Espresso,94.0,"Silver Lake, Minnesota",Colombia,Medium,$18.95/12 ounces,46.0,68.0,18.95,Colombia,,,,
1375,1376,Ethiopia Gedeb Worka Sakaro,95.0,"Hsinchu, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium Light,NT $660/225 grams,60.0,78.0,23.28042328042328,Ethiopia,,,,
1376,1377,La Belleza Colombia,94.0,"Madison, Wisconsin","San Augustin, Huila, Colombia",Medium Light,$19.50/12 ounces,57.0,79.0,19.5,Colombia,,,,
1377,1378,Colombia Pink Bourbon,94.0,"Minneapolis, MInnesota","Huila, Colombia",Medium Light,$24.95/12 ounces,56.0,74.0,24.95,Colombia,,,,
1378,1379,Crystalina,94.0,"Carlsbad, California","Caldas growing region, Colombia",Medium Light,$20.00/12 ounces,60.0,78.0,20.0,Colombia,,,,
1379,1380,Kenya Kiambu Gititu AA,94.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $360/8 ounces,55.0,75.0,360.0,Kenya,,,,
1380,1381,Ninety Plus Gesha Estates JBC Custom Lot #252,94.0,"Madison, Wisconsin","Chiriqui Province, far western Panama",Medium Light,$49.50/4 ounces,55.0,74.0,49.5,Panama,,,,
1381,1382,La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,96.0,"San Diego, California","Cundinamarca Department, central Colombia",Medium Light,$60.00/8 ounces,57.0,83.0,60.0,Colombia,,,,
1382,1383,Ka’u Champagne Natural,94.0,"Minneapolis, MInnesota","Ka'u growing region, Big Island of Hawai'i",Light,$19.95/4 ounces,58.0,84.0,19.95,,,,,
1383,1384,Monarch Gesha,94.0,"San Rafael, California","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium Light,$42.00/4 ounces,51.0,73.0,42.0,,,,,
1384,1385,Australian Blend Espresso,95.0,"Shanghai, China","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,$19.00/200 grams,51.0,73.0,0.6701940035273368,Ethiopia,,,,
1385,1386,Colombia Tolima Monteverde Estate Natural Wush Wush,94.0,"Taoyuan City, Taiwan","Tolima Department, Colombia",Medium,NTD $1200/225 grams,53.0,64.0,,Colombia,,,,
1386,1387,Ethiopia Oromia Guji Washed,94.0,"Taoyuan, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NTD $600/225 grams,60.0,79.0,,Ethiopia,,,,
1387,1388,Kenya Murang’a Githiga AA,94.0,"Chia-Yi, Taiwan","Muranga District, Central Province, Kenya",Medium Light,$27.00/16 ounces,53.0,75.0,27.0,Kenya,,,,
1388,1389,Ethiopia Sidama Shantewene,95.0,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium Light,$19.00/12 ounces,58.0,82.0,19.0,Ethiopia,,,,
1389,1390,Gesha Rebecca Natural,95.0,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium Light,NT $350/8 ounces,58.0,80.0,350.0,Ethiopia,,,,
1390,1391,Café Granja La Esperanza Sudan Rume Natural,95.0,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium,$37.50/8 ounces,51.0,69.0,37.5,Colombia,,,,
1391,1392,Boru Batak Sumatra,94.0,"Vancouver, British Columbia, Canada","Lintong growing region, North Sumatra Province, Indonesia",Medium Light,CAD $18.00/340 grams,53.0,75.0,,Indonesia,,,,
1392,1393,Sumatra Tano Batak,94.0,"Boston, Massachusetts","Lintong growing region, North Sumatra Province, Indonesia",Medium Light,$18.00/12 ounces,55.0,68.0,18.0,Indonesia,,,,
1393,1394,Sumatra Lintong,95.0,"Johns Creek, Georgia","Lintong growing region, North Sumatra Province, Indonesia",Medium,$17.00/12 ounces,51.0,68.0,17.0,Indonesia,,,,
